id_GO	type	name
1904372P	P	positive regulation of protein localization to actin cortical patch
1903119P	P	protein localization to actin cytoskeleton
1904373P	P	response to kainic acid
1904386P	P	response to L-phenylalanine derivative
0071691P	P	cardiac muscle thin filament assembly
0090474P	P	arg-arg specific dibasic protein processing
1905954P	P	positive regulation of lipid localization
0034230P	P	enkephalin processing
0034231P	P	islet amyloid polypeptide processing
0031687F	F	A2A adenosine receptor binding
1904021P	P	negative regulation of G-protein coupled receptor internalization
1900451P	P	positive regulation of glutamate receptor signaling pathway
1905477P	P	positive regulation of protein localization to membrane
0042984P	P	regulation of amyloid precursor protein biosynthetic process
0032990P	P	cell part morphogenesis
0046814P	P	coreceptor-mediated virion attachment to host cell
0000924C	C	gamma-tubulin ring complex, centrosomal
1905306P	P	positive regulation of cardiac myofibril assembly
1905062P	P	positive regulation of cardioblast proliferation
0044111P	P	development involved in symbiotic interaction
0046824P	P	positive regulation of nucleocytoplasmic transport
0050847P	P	progesterone receptor signaling pathway
0019089P	P	transmission of virus
0032074P	P	negative regulation of nuclease activity
0045027F	F	DNA end binding
1903126P	P	negative regulation of centriole-centriole cohesion
0097014C	C	ciliary plasm
1900062P	P	regulation of replicative cell aging
0061326P	P	renal tubule development
0032021C	C	NELF complex
0032785P	P	negative regulation of DNA-templated transcription, elongation
0071072P	P	negative regulation of phospholipid biosynthetic process
1903740P	P	positive regulation of phosphatidate phosphatase activity
1902167P	P	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
1990450F	F	linear polyubiquitin binding
0051650P	P	establishment of vesicle localization
0060457P	P	negative regulation of digestive system process
0070037F	F	rRNA (pseudouridine) methyltransferase activity
0017126P	P	nucleologenesis
0008335P	P	female germline ring canal stabilization
0030844P	P	positive regulation of intermediate filament depolymerization
0060668P	P	regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling
0005185F	F	neurohypophyseal hormone activity
0031855F	F	oxytocin receptor binding
0060455P	P	negative regulation of gastric acid secretion
0060450P	P	positive regulation of hindgut contraction
0031894F	F	V1A vasopressin receptor binding
0031895F	F	V1B vasopressin receptor binding
0008781F	F	N-acylneuraminate cytidylyltransferase activity
0090633F	F	keto-deoxynonulosonic acid (KDN) cytidylyltransferase activity
0090632F	F	N-glycolylneuraminic acid (Neu5Gc) cytidylyltransferase activity
0006055P	P	CMP-N-acetylneuraminate biosynthetic process
0045183F	F	translation factor activity, non-nucleic acid binding
1902809P	P	regulation of skeletal muscle fiber differentiation
0052794F	F	exo-alpha-(2->3)-sialidase activity
0052795F	F	exo-alpha-(2->6)-sialidase activity
0052796F	F	exo-alpha-(2->8)-sialidase activity
0016997F	F	alpha-sialidase activity
0019866C	C	organelle inner membrane
0046532P	P	regulation of photoreceptor cell differentiation
0021764P	P	amygdala development
0021897P	P	forebrain astrocyte development
0061534P	P	gamma-aminobutyric acid secretion, neurotransmission
0061535P	P	glutamate secretion, neurotransmission
0098597P	P	observational learning
0070884P	P	regulation of calcineurin-NFAT signaling cascade
0034242P	P	negative regulation of syncytium formation by plasma membrane fusion
2000758P	P	positive regulation of peptidyl-lysine acetylation
0033693P	P	neurofilament bundle assembly
0060074P	P	synapse maturation
0061141P	P	lung ciliated cell differentiation
2000795P	P	negative regulation of epithelial cell proliferation involved in lung morphogenesis
2000791P	P	negative regulation of mesenchymal cell proliferation involved in lung development
0002761P	P	regulation of myeloid leukocyte differentiation
0045083P	P	negative regulation of interleukin-12 biosynthetic process
2000630P	P	positive regulation of miRNA metabolic process
0033596C	C	TSC1-TSC2 complex
0045105P	P	intermediate filament polymerization or depolymerization
1903937P	P	response to acrylamide
0031071F	F	cysteine desulfurase activity
0044611C	C	nuclear pore inner ring
0006407P	P	rRNA export from nucleus
0043633P	P	polyadenylation-dependent RNA catabolic process
0000224F	F	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
0048909P	P	anterior lateral line nerve development
0048884P	P	neuromast development
0071698P	P	olfactory placode development
0048918P	P	posterior lateral line nerve development
0034512F	F	box C/D snoRNA binding
0035184F	F	histone threonine kinase activity
0000469P	P	cleavage involved in rRNA processing
0001195P	P	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter
0044062P	P	regulation of excretion
0097291P	P	renal phosphate ion absorption
0003096P	P	renal sodium ion transport
0032415P	P	regulation of sodium
0030251F	F	guanylate cyclase inhibitor activity
0009703F	F	nitrate reductase (NADH) activity
0050464F	F	nitrate reductase (NADPH) activity
0032274P	P	gonadotropin secretion
0044029P	P	hypomethylation of CpG island
0044750F	F	high-affinity nickel cation transmembrane transporter activity
0098716P	P	nickel cation import across plasma membrane
0044612C	C	nuclear pore linkers
0010436F	F	carotenoid dioxygenase activity
0004744F	F	retinal isomerase activity
0007604P	P	phototransduction, UV
0009110P	P	vitamin biosynthetic process
0042385C	C	myosin III complex
1990146P	P	protein localization to rhabdomere
1990384P	P	hyaloid vascular plexus regression
0090222P	P	centrosome-templated microtubule nucleation
1901244P	P	positive regulation of transcription from RNA polymerase II promoter involved in defense response to fungus
0048243P	P	norepinephrine secretion
0000257F	F	nitrilase activity
0050152F	F	omega-amidase activity
0006528P	P	asparagine metabolic process
0015964P	P	diadenosine triphosphate catabolic process
0016496F	F	substance P receptor activity
0004995F	F	tachykinin receptor activity
0009582P	P	detection of abiotic stimulus
0070472P	P	regulation of uterine smooth muscle contraction
0016497F	F	substance K receptor activity
0090249P	P	regulation of cell motility involved in somitogenic axis elongation
1901233P	P	negative regulation of convergent extension involved in axis elongation
1901231P	P	positive regulation of non-canonical Wnt signaling pathway via JNK cascade
0048210P	P	Golgi vesicle fusion to target membrane
0032394F	F	MHC class Ib receptor activity
0044213F	F	intronic transcription regulatory region DNA binding
0031128P	P	developmental induction
0003327P	P	type B pancreatic cell fate commitment
0060580P	P	ventral spinal cord interneuron fate determination
0048537P	P	mucosal-associated lymphoid tissue development
0071772P	P	response to BMP
0010736F	F	serum response element binding
0060929P	P	atrioventricular node cell fate commitment
0003342P	P	proepicardium development
0003350P	P	pulmonary myocardium development
0003168P	P	Purkinje myocyte differentiation
0003285P	P	septum secundum development
0097162F	F	MADS box domain binding
2000836P	P	positive regulation of androgen secretion
0035260P	P	internal genitalia morphogenesis
0021912P	P	regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification
0072560P	P	type B pancreatic cell maturation
0010455P	P	positive regulation of cell fate commitment
0032610P	P	interleukin-1 alpha production
1904784P	P	NLRP1 inflammasome complex assembly
0098985C	C	asymmetric, glutamatergic, excitatory synapse
0089717C	C	spanning component of membrane
0097115P	P	neurexin clustering involved in presynaptic membrane assembly
1905520P	P	positive regulation of presynaptic active zone assembly
0098942P	P	retrograde trans-synaptic signaling by trans-synaptic protein complex
0098983C	C	symmetric, GABA-ergic, inhibitory synapse
0097116P	P	gephyrin clustering involved in postsynaptic density assembly
1904862P	P	inhibitory synapse assembly
0010085P	P	polarity specification of proximal/distal axis
0061702C	C	inflammasome complex
0002374P	P	cytokine secretion involved in immune response
0050701P	P	interleukin-1 secretion
0032621P	P	interleukin-18 production
0044546P	P	NLRP3 inflammasome complex assembly
2000321P	P	positive regulation of T-helper 17 cell differentiation
0009595P	P	detection of biotic stimulus
0070255P	P	regulation of mucus secretion
1990379P	P	lipid transport across blood brain barrier
0051977P	P	lysophospholipid transport
0051978F	F	lysophospholipid transporter activity
0033814F	F	propanoyl-CoA C-acyltransferase activity
1904070P	P	ascaroside biosynthetic process
1901373P	P	lipid hydroperoxide transport
0032385P	P	positive regulation of intracellular cholesterol transport
0050632F	F	propionyl-CoA C2-trimethyltridecanoyltransferase activity
0032959P	P	inositol trisphosphate biosynthetic process
0045940P	P	positive regulation of steroid metabolic process
0000309F	F	nicotinamide-nucleotide adenylyltransferase activity
0034628P	P	'de novo' NAD biosynthetic process from aspartate
0031710F	F	neuromedin B receptor binding
1902680P	P	positive regulation of RNA biosynthetic process
0022849F	F	glutamate-gated calcium ion channel activity
0099529F	F	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential
0021586P	P	pons maturation
0018964P	P	propylene metabolic process
1905429P	P	response to glycine
0010646P	P	regulation of cell communication
0045358P	P	negative regulation of interferon-beta biosynthetic process
1990966P	P	ATP generation from poly-ADP-D-ribose
0004379F	F	glycylpeptide N-tetradecanoyltransferase activity
0019107F	F	myristoyltransferase activity
0018008P	P	N-terminal peptidyl-glycine N-myristoylation
0070284F	F	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity
0009228P	P	thiamine biosynthetic process
0009229P	P	thiamine diphosphate biosynthetic process
0042924F	F	neuromedin U binding
0002023P	P	reduction of food intake in response to dietary excess
0042922F	F	neuromedin U receptor binding
0030760F	F	pyridine N-methyltransferase activity
0052855F	F	ADP-dependent NAD(P)H-hydrate dehydratase activity
0047453F	F	ATP-dependent NAD(P)H-hydrate dehydratase activity
0046496P	P	nicotinamide nucleotide metabolic process
0052856F	F	NADHX epimerase activity
0052857F	F	NADPHX epimerase activity
0008750F	F	NAD(P)+ transhydrogenase (AB-specific) activity
0003957F	F	NAD(P)+ transhydrogenase (B-specific) activity
0030691C	C	Noc2p-Noc3p complex
0030692C	C	Noc4p-Nop14p complex
0042228P	P	interleukin-8 biosynthetic process
0032500F	F	muramyl dipeptide binding
0032498P	P	detection of muramyl dipeptide
0046645P	P	positive regulation of gamma-delta T cell activation
0002732P	P	positive regulation of dendritic cell cytokine production
0070698F	F	type I activin receptor binding
0060802P	P	epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification
0033505P	P	floor plate morphogenesis
0002085P	P	inhibition of neuroepithelial cell differentiation
0010721P	P	negative regulation of cell development
0090010P	P	transforming growth factor beta receptor signaling pathway involved in primitive streak formation
1902003P	P	regulation of amyloid-beta formation
1905174P	P	regulation of vascular smooth muscle cell dedifferentiation
1903104P	P	regulation of insulin receptor signaling pathway involved in determination of adult lifespan
2000241P	P	regulation of reproductive process
0033342P	P	negative regulation of collagen binding
1905006P	P	negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation
0090193P	P	positive regulation of glomerulus development
2000313P	P	regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
0014876P	P	response to injury involved in regulation of muscle adaptation
1902570P	P	protein localization to nucleolus
0030684C	C	preribosome
0009383F	F	rRNA (cytosine-C5-)-methyltransferase activity
2000805P	P	negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled
1903006P	P	positive regulation of protein K63-linked deubiquitination
1990173P	P	protein localization to nucleoplasm
0006608P	P	snRNP protein import into nucleus
0004517F	F	nitric-oxide synthase activity
0034617F	F	tetrahydrobiopterin binding
1901206P	P	positive regulation of adrenergic receptor signaling pathway involved in heart process
0098924P	P	retrograde trans-synaptic signaling by nitric oxide
1990699F	F	palmitoleyl hydrolase activity
0006507P	P	GPI anchor release
1990697P	P	protein depalmitoleylation
0021531P	P	spinal cord radial glial cell differentiation
0003207P	P	cardiac chamber formation
0003213P	P	cardiac right atrium morphogenesis
0003169P	P	coronary vein morphogenesis
0003157P	P	endocardium development
0003270P	P	Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation
0060768P	P	regulation of epithelial cell proliferation involved in prostate gland development
0003256P	P	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation
0060843P	P	venous endothelial cell differentiation
1901189P	P	positive regulation of ephrin receptor signaling pathway
0061344P	P	regulation of cell adhesion involved in heart morphogenesis
0038049F	F	transcription factor activity, ligand-activated RNA polymerase II transcription factor binding
0002213P	P	defense response to insect
0042691P	P	positive regulation of crystal cell differentiation
0042686P	P	regulation of cardioblast cell fate specification
0042689P	P	regulation of crystal cell differentiation
0051252P	P	regulation of RNA metabolic process
1902177P	P	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
0009590P	P	detection of gravity
0043012P	P	regulation of fusion of sperm to egg plasma membrane
0010310P	P	regulation of hydrogen peroxide metabolic process
0060263P	P	regulation of respiratory burst
0004985F	F	opioid receptor activity
0046624F	F	sphingolipid transporter activity
0046836P	P	glycolipid transport
0019747P	P	regulation of isoprenoid metabolic process
0098856P	P	intestinal lipid absorption
0031628F	F	opioid receptor binding
0042263F	F	neuropeptide F receptor activity
0071859F	F	neuropeptide F receptor binding
0035177P	P	larval foraging behavior
0034607P	P	turning behavior involved in mating
0071909P	P	determination of stomach left/right asymmetry
2000167P	P	regulation of planar cell polarity pathway involved in neural tube closure
0036501C	C	UFD1-NPL4 complex
0008747F	F	N-acetylneuraminate lyase activity
0000789C	C	cytoplasmic chromatin
0060735P	P	regulation of eIF2 alpha phosphorylation by dsRNA
0032071P	P	regulation of endodeoxyribonuclease activity
0060699P	P	regulation of endoribonuclease activity
0009141P	P	nucleoside triphosphate metabolic process
0010965P	P	regulation of mitotic sister chromatid separation
0090153P	P	regulation of sphingolipid biosynthetic process
0070881P	P	regulation of proline transport
0051892P	P	negative regulation of cardioblast differentiation
0015321F	F	sodium-dependent phosphate transmembrane transporter activity
0005436F	F	sodium
0015747P	P	urate transport
0004516F	F	nicotinate phosphoribosyltransferase activity
0019358P	P	nicotinate nucleotide salvage
1901128P	P	gentamycin metabolic process
0042431P	P	indole metabolic process
2000187P	P	positive regulation of phosphate transmembrane transport
2000120P	P	positive regulation of sodium-dependent phosphate transport
1902683P	P	regulation of receptor localization to synapse
0032277P	P	negative regulation of gonadotropin secretion
0001602F	F	pancreatic polypeptide receptor activity
0001601F	F	peptide YY receptor activity
0000210F	F	NAD+ diphosphatase activity
0031843F	F	type 2 neuropeptide Y receptor binding
0001512F	F	dihydronicotinamide riboside quinone reductase activity
0016661F	F	oxidoreductase activity, acting on other nitrogenous compounds as donors
1905594F	F	resveratrol binding
0032448F	F	DNA hairpin binding
0010871P	P	negative regulation of receptor biosynthetic process
0090108P	P	positive regulation of high-density lipoprotein particle assembly
0090187P	P	positive regulation of pancreatic juice secretion
0090340P	P	positive regulation of secretion of lysosomal enzymes
0090188P	P	negative regulation of pancreatic juice secretion
0090341P	P	negative regulation of secretion of lysosomal enzymes
1902122F	F	chenodeoxycholic acid binding
0038183P	P	bile acid signaling pathway
0072615P	P	interleukin-17 secretion
0038185P	P	intracellular bile acid receptor signaling pathway
2001250P	P	positive regulation of ammonia assimilation cycle
2000213P	P	positive regulation of glutamate metabolic process
1905695P	P	positive regulation of phosphatidic acid biosynthetic process
0034255P	P	regulation of urea metabolic process
0051866P	P	general adaptation syndrome
2000108P	P	positive regulation of leukocyte apoptotic process
0038097P	P	positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway
0009444P	P	pyruvate oxidation
0060005P	P	vestibular reflex
0097720P	P	calcineurin-mediated signaling
0044298C	C	cell body membrane
0005166F	F	neurotrophin p75 receptor binding
0051139F	F	metal ion
0046915F	F	transition metal ion transmembrane transporter activity
0070574P	P	cadmium ion transmembrane transport
0006876P	P	cellular cadmium ion homeostasis
0070839P	P	divalent metal ion export
0032623P	P	interleukin-2 production
0032632P	P	interleukin-3 production
0043091P	P	L-arginine import
0045342P	P	MHC class II biosynthetic process
0015707P	P	nitrite transport
0070826C	C	paraferritin complex
0015094F	F	lead ion transmembrane transporter activity
0015100F	F	vanadium ion transmembrane transporter activity
0070627P	P	ferrous iron import
0015692P	P	lead ion transport
0015676P	P	vanadium ion transport
0055071P	P	manganese ion homeostasis
0043550P	P	regulation of lipid kinase activity
1900406P	P	regulation of conjugation with cellular fusion by regulation of transcription from RNA polymerase II promoter
1902802P	P	regulation of heterochromatin domain assembly
0031332C	C	RNAi effector complex
1900368P	P	regulation of RNA interference
0021842P	P	chemorepulsion involved in interneuron migration from the subpallium to the cortex
0038129P	P	ERBB3 signaling pathway
1900464P	P	negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter
1900463P	P	negative regulation of cellular response to alkaline pH by negative regulation of transcription from RNA polymerase II promoter
1900460P	P	negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter
0048036P	P	central complex development
0008050P	P	female courtship behavior
0001543P	P	ovarian follicle rupture
0050262F	F	ribosylnicotinamide kinase activity
0061769F	F	ribosylnicotinate kinase activity
0046495P	P	nicotinamide riboside metabolic process
0060721P	P	regulation of spongiotrophoblast cell proliferation
0047558F	F	3-cyanoalanine hydratase activity
0047427F	F	cyanoalanine nitrilase activity
0017154F	F	semaphorin receptor activity
0022035P	P	rhombomere cell migration
0002116C	C	semaphorin receptor complex
0038085F	F	vascular endothelial growth factor binding
0060666P	P	dichotomous subdivision of terminal units involved in salivary gland branching
1904835P	P	dorsal root ganglion morphogenesis
1903375P	P	facioacoustic ganglion development
0021828P	P	gonadotrophin-releasing hormone neuronal migration to the hypothalamus
0048843P	P	negative regulation of axon extension involved in axon guidance
1901166P	P	neural crest cell migration involved in autonomic nervous system development
1905040P	P	otic placode development
0060301P	P	positive regulation of cytokine activity
1902336P	P	positive regulation of retinal ganglion cell axon guidance
0090259P	P	regulation of retinal ganglion cell axon guidance
0061441P	P	renal artery morphogenesis
1902287P	P	semaphorin-plexin signaling pathway involved in axon guidance
1902285P	P	semaphorin-plexin signaling pathway involved in neuron projection guidance
0097490P	P	sympathetic neuron projection extension
0097491P	P	sympathetic neuron projection guidance
0021637P	P	trigeminal nerve structural organization
0038190P	P	VEGF-activated neuropilin signaling pathway
1902378P	P	VEGF-activated neuropilin signaling pathway involved in axon guidance
0036486P	P	ventral trunk neural crest cell migration
0021649P	P	vestibulocochlear nerve structural organization
0060980P	P	cell migration involved in coronary vasculogenesis
0021636P	P	trigeminal nerve morphogenesis
1903089F	F	5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transporter activity
1903088P	P	5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport
0015888P	P	thiamine transport
0097117P	P	guanylate kinase-associated protein clustering
0090126P	P	protein complex assembly involved in synapse maturation
0000414P	P	regulation of histone H3-K36 methylation
1990730C	C	VCP-NSFL1C complex
0035494P	P	SNARE complex disassembly
0098845C	C	postsynaptic endosome
0099627P	P	neurotransmitter receptor cycle
0099630P	P	postsynaptic neurotransmitter receptor cycle
0098814P	P	spontaneous synaptic transmission
1900008P	P	negative regulation of extrachromosomal rDNA circle accumulation involved in replicative cell aging
0001185P	P	termination of RNA polymerase I transcription from promoter for nuclear large rRNA transcript
0061497C	C	inner plaque of mitotic spindle pole body
0050290F	F	sphingomyelin phosphodiesterase D activity
0097064P	P	ncRNA export from nucleus
0033313P	P	meiotic cell cycle checkpoint
0018016P	P	N-terminal peptidyl-proline dimethylation
0035572P	P	N-terminal peptidyl-serine dimethylation
0035573P	P	N-terminal peptidyl-serine trimethylation
0019103F	F	pyrimidine nucleotide binding
0009223P	P	pyrimidine deoxyribonucleotide catabolic process
0046079P	P	dUMP catabolic process
0008418F	F	protein-N-terminal asparagine amidohydrolase activity
0070773F	F	protein-N-terminal glutamine amidohydrolase activity
0008508F	F	bile acid
0005330F	F	dopamine
0090494P	P	dopamine uptake
0051583P	P	dopamine uptake involved in synaptic transmission
1905847P	P	negative regulation of cellular response to oxidopamine
1904046P	P	negative regulation of vascular endothelial growth factor production
0005165F	F	neurotrophin receptor binding
0008534F	F	oxidized purine nucleobase lesion DNA N-glycosylase activity
0000703F	F	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
0034042F	F	5-formyluracil DNA N-glycosylase activity
0034043F	F	5-hydroxymethyluracil DNA N-glycosylase activity
0018011P	P	N-terminal peptidyl-alanine methylation
0035568P	P	N-terminal peptidyl-proline methylation
0035570P	P	N-terminal peptidyl-serine methylation
0018012P	P	N-terminal peptidyl-alanine trimethylation
0006480P	P	N-terminal protein amino acid methylation
0071891P	P	N-terminal peptidyl-proline dimethylation involved in translation
0046036P	P	CTP metabolic process
0046710P	P	GDP metabolic process
0046048P	P	UDP metabolic process
0016492F	F	G-protein coupled neurotensin receptor activity
0071545P	P	inositol phosphate catabolic process
0014054P	P	positive regulation of gamma-aminobutyric acid secretion
0010465F	F	nerve growth factor receptor activity
0043121F	F	neurotrophin binding
0060175F	F	brain-derived neurotrophic factor-activated receptor activity
0099551P	P	trans-synaptic signaling by neuropeptide, modulating synaptic transmission
0005030F	F	neurotrophin receptor activity
0019056P	P	modulation by virus of host transcription
0031990P	P	mRNA export from nucleus in response to heat stress
0035392P	P	maintenance of chromatin silencing at telomere
0090234P	P	regulation of kinetochore assembly
0046832P	P	negative regulation of RNA export from nucleus
0045477P	P	regulation of nurse cell apoptotic process
1905879P	P	regulation of oogenesis
1905475P	P	regulation of protein localization to membrane
1990876C	C	cytoplasmic side of nuclear pore
0004529F	F	exodeoxyribonuclease activity
0098547C	C	lumenal side of Golgi membrane
1903533P	P	regulation of protein targeting
0036475P	P	neuron death in response to oxidative stress
1990968P	P	modulation by host of RNA binding by virus
1990969P	P	modulation by host of viral RNA-binding transcription factor activity
0060382P	P	regulation of DNA strand elongation
0052841F	F	inositol bisdiphosphate tetrakisphosphate diphosphatase activity
0052842F	F	inositol diphosphate pentakisphosphate diphosphatase activity
0008768F	F	UDP-sugar diphosphatase activity
1901292P	P	nucleoside phosphate catabolic process
1901641F	F	ITP binding
1901640F	F	XTP binding
0046709P	P	IDP catabolic process
2000233P	P	negative regulation of rRNA processing
1901639P	P	XDP catabolic process
0097383F	F	dIDP diphosphatase activity
1990003F	F	IDP phosphatase activity
0044717F	F	8-hydroxy-dADP phosphatase activity
0044715F	F	8-oxo-dGDP phosphatase activity
0044716F	F	8-oxo-GDP phosphatase activity
0046057P	P	dADP catabolic process
0046067P	P	dGDP catabolic process
0071544P	P	diphosphoinositol polyphosphate catabolic process
0019935P	P	cyclic-nucleotide-mediated signaling
0019144F	F	ADP-sugar diphosphatase activity
0019303P	P	D-ribose catabolic process
1905720C	C	cytoplasmic microtubule bundle
0055048P	P	anastral spindle assembly
1905820P	P	positive regulation of chromosome separation
1902365P	P	positive regulation of protein localization to spindle pole body
0021849P	P	neuroblast division in subventricular zone
0051960P	P	regulation of nervous system development
0072417P	P	response to spindle checkpoint signaling
0046601P	P	positive regulation of centriole replication
0015211F	F	purine nucleoside transmembrane transporter activity
0071562P	P	nucleus-vacuole junction assembly
1990275F	F	preribosome binding
0004791F	F	thioredoxin-disulfide reductase activity
1900135P	P	positive regulation of renin secretion into blood stream
0034658F	F	isopropylmalate transmembrane transporter activity
1990556P	P	mitochondrial isopropylmalate transmembrane transport
1990555P	P	mitochondrial oxaloacetate transmembrane transport
1990557P	P	mitochondrial sulfate transmembrane transport
1901239F	F	malonate(1-) transmembrane transporter activity
0034659P	P	isopropylmalate transport
0089716C	C	Pip2-Oaf1 complex
0031940P	P	positive regulation of chromatin silencing at telomere
0004989F	F	octopamine receptor activity
0007211P	P	octopamine or tyramine signaling pathway
0001730F	F	2'-5'-oligoadenylate synthetase activity
0060700P	P	regulation of ribonuclease activity
0018377P	P	protein myristoylation
0004587F	F	ornithine-oxo-acid transaminase activity
0006593P	P	ornithine catabolic process
0009733P	P	response to auxin
0009741P	P	response to brassinosteroid
0009413P	P	response to flooding
0009753P	P	response to jasmonic acid
0008073F	F	ornithine decarboxylase inhibitor activity
1902268P	P	negative regulation of polyamine transmembrane transport
0010967P	P	regulation of polyamine biosynthetic process
0035275F	F	dibutyl phthalate binding
0035274F	F	diphenyl phthalate binding
0071834P	P	mating pheromone secretion
0008145F	F	phenylalkylamine binding
0060400P	P	negative regulation of growth hormone receptor signaling pathway
0031215P	P	shell calcification
1900417P	P	negative regulation of transmembrane transport by negative regulation of transcription from RNA polymerase II promoter
0034596F	F	phosphatidylinositol phosphate 4-phosphatase activity
0072674P	P	multinuclear osteoclast differentiation
0008458F	F	carnitine O-octanoyltransferase activity
0035805C	C	egg coat
0043754F	F	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
0003863F	F	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity
0003826F	F	alpha-ketoacid dehydrogenase activity
0015139F	F	alpha-ketoglutarate transmembrane transporter activity
1990551P	P	mitochondrial 2-oxoadipate transmembrane transport
1990550P	P	mitochondrial alpha-ketoglutarate transmembrane transport
0034602F	F	oxoglutarate dehydrogenase (NAD+) activity
0061034P	P	olfactory bulb mitral cell layer development
0004149F	F	dihydrolipoyllysine-residue succinyltransferase activity
0004742F	F	dihydrolipoyllysine-residue acetyltransferase activity
0038022F	F	G-protein coupled olfactory receptor activity
0022401P	P	negative adaptation of signaling pathway
1901487P	P	negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process in response to increased oxygen levels
0018188P	P	peptidyl-proline di-hydroxylation
0046922F	F	peptide-O-fucosyltransferase activity
0102167F	F	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity
0102571F	F	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity
0102166F	F	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity
0031544F	F	peptidyl-proline 3-dioxygenase activity
0000702F	F	oxidized base lesion DNA N-glycosylase activity
2001206P	P	positive regulation of osteoclast development
0090526P	P	regulation of gluconeogenesis involved in cellular glucose homeostasis
1903118P	P	urate homeostasis
0097476P	P	spinal cord motor neuron migration
1990593F	F	nascent polypeptide-associated complex binding
0033750P	P	ribosome localization
0048683P	P	regulation of collateral sprouting of intact axon in response to injury
0044845P	P	chain elongation of O-linked mannose residue
1905593P	P	positive regulation of optical nerve axon regeneration
0031413P	P	regulation of buoyancy
0017168F	F	5-oxoprolinase (ATP-hydrolyzing) activity
0009583P	P	detection of light stimulus
0008377P	P	light-induced release of internally sequestered calcium ion
0038046F	F	enkephalin receptor activity
0038003P	P	opioid receptor signaling pathway
0038048F	F	dynorphin receptor activity
0031635P	P	adenylate cyclase-inhibiting opioid receptor signaling pathway
1990708P	P	conditioned place preference
0004979F	F	beta-endorphin receptor activity
0038047F	F	morphine receptor activity
0061358P	P	negative regulation of Wnt protein secretion
0001626F	F	nociceptin receptor activity
0060454P	P	positive regulation of gastric acid secretion
0009589P	P	detection of UV
0071632P	P	optomotor response
0030265P	P	phospholipase C-activating rhodopsin mediated signaling pathway
0016039P	P	absorption of UV light
0016038P	P	absorption of visible light
0060342C	C	photoreceptor inner segment membrane
0016037P	P	light absorption
0009883F	F	red or far-red light photoreceptor activity
0015198F	F	oligopeptide transporter activity
0051515P	P	positive regulation of monopolar cell growth
0016503F	F	pheromone receptor activity
0043695P	P	detection of pheromone
0097248P	P	maintenance of protein location in cell cortex of cell tip
0000808C	C	origin recognition complex
0005723C	C	alpha-heterochromatin
1902597P	P	positive regulation of DNA replication origin binding
0007066P	P	female meiosis sister chromatid cohesion
0007065P	P	male meiosis sister chromatid cohesion
0031771F	F	type 1 hypocretin receptor binding
0031772F	F	type 2 hypocretin receptor binding
1900060P	P	negative regulation of ceramide biosynthetic process
0090155P	P	negative regulation of sphingolipid biosynthetic process
0000066P	P	mitochondrial ornithine transport
0008946F	F	oligonucleotidase activity
0044128P	P	positive regulation of growth of symbiont in host
0007359P	P	posterior abdomen determination
0046443P	P	FAD metabolic process
0072143P	P	mesangial cell development
0072207P	P	metanephric epithelium development
0072259P	P	metanephric interstitial fibroblast development
0072162P	P	metanephric mesenchymal cell differentiation
0072234P	P	metanephric nephron tubule development
0072208P	P	metanephric smooth muscle tissue development
0072183P	P	negative regulation of nephron tubule epithelial cell differentiation
0072184P	P	renal vesicle progenitor cell differentiation
0072168P	P	specification of anterior mesonephric tubule identity
0072169P	P	specification of posterior mesonephric tubule identity
0072190P	P	ureter urothelium development
0035779P	P	angioblast cell differentiation
0048389P	P	intermediate mesoderm development
0035777P	P	pronephric distal tubule development
